County,RegionType,StateName,Date,zhvi_single_family_homes_by_county,zhvi_condo_coop_homes_by_county,zhvi_5plus_homes_by_county,zhvi_4_homes_by_county,zhvi_3_homes_by_county,zhvi_2_homes_by_county,zhvi_1_homes_by_county,Year
GALVESTON COUNTY,County,TX,2011-12-31,152500.0,113663.0,302796.0,200995.0,138876.0,109029.0,75045.0,2011
TRINITY COUNTY,County,TX,2011-12-31,78436.0,47639.0,183453.0,118105.0,86960.0,56199.0,41063.0,2011
TRINITY COUNTY,County,TX,2012-01-31,78372.0,47519.0,181485.0,119539.0,86798.0,55881.0,41240.0,2012
GALVESTON COUNTY,County,TX,2012-01-31,152164.0,113241.0,302322.0,200773.0,138497.0,108863.0,74481.0,2012
HARRIS COUNTY,County,TX,2012-01-31,129711.0,85317.0,271113.0,166486.0,110920.0,79827.0,66794.0,2012
FORT BEND COUNTY,County,TX,2012-01-31,197139.0,134769.0,347690.0,228261.0,135988.0,114835.0,107858.0,2012
MONTGOMERY COUNTY,County,TX,2012-01-31,187500.0,121468.0,401184.0,235435.0,150905.0,110397.0,74956.0,2012
HARRIS COUNTY,County,TX,2012-02-29,130002.0,85512.0,272098.0,166897.0,111076.0,80011.0,67067.0,2012
FORT BEND COUNTY,County,TX,2012-02-29,197475.0,134516.0,348824.0,228808.0,136259.0,114777.0,107250.0,2012
MONTGOMERY COUNTY,County,TX,2012-02-29,188687.0,122407.0,403706.0,237072.0,151746.0,111218.0,75805.0,2012
GALVESTON COUNTY,County,TX,2012-02-29,152425.0,113137.0,302614.0,201042.0,138649.0,109040.0,74365.0,2012
TRINITY COUNTY,County,TX,2012-02-29,78237.0,47325.0,177131.0,120906.0,86674.0,55565.0,41464.0,2012
TRINITY COUNTY,County,TX,2012-03-31,77684.0,47213.0,173780.0,122065.0,86542.0,55264.0,41616.0,2012
GALVESTON COUNTY,County,TX,2012-03-31,153068.0,113236.0,303344.0,201460.0,139086.0,109474.0,74718.0,2012
HARRIS COUNTY,County,TX,2012-03-31,130330.0,85674.0,272931.0,167302.0,111308.0,80188.0,67368.0,2012
FORT BEND COUNTY,County,TX,2012-03-31,198114.0,134506.0,350238.0,229699.0,136791.0,115174.0,106680.0,2012
MONTGOMERY COUNTY,County,TX,2012-03-31,189467.0,122959.0,405371.0,238187.0,152312.0,111828.0,76405.0,2012
HARRIS COUNTY,County,TX,2012-04-30,130283.0,85714.0,272993.0,167240.0,111223.0,80092.0,67430.0,2012
FORT BEND COUNTY,County,TX,2012-04-30,198696.0,134675.0,351025.0,230375.0,137147.0,115815.0,107242.0,2012
MONTGOMERY COUNTY,County,TX,2012-04-30,190552.0,123465.0,407760.0,239576.0,153193.0,112332.0,76715.0,2012
GALVESTON COUNTY,County,TX,2012-04-30,153923.0,113694.0,305458.0,202390.0,139771.0,110164.0,75118.0,2012
TRINITY COUNTY,County,TX,2012-04-30,77677.0,47195.0,173203.0,122668.0,86357.0,55262.0,41838.0,2012
TRINITY COUNTY,County,TX,2012-05-31,77655.0,47303.0,173697.0,122864.0,86060.0,55185.0,42141.0,2012
GALVESTON COUNTY,County,TX,2012-05-31,154677.0,114300.0,307670.0,203517.0,140329.0,110522.0,74997.0,2012
MONTGOMERY COUNTY,County,TX,2012-05-31,191539.0,123658.0,409808.0,240865.0,153957.0,112605.0,76698.0,2012
HARRIS COUNTY,County,TX,2012-05-31,130444.0,85599.0,273594.0,167482.0,111290.0,80145.0,67284.0,2012
FORT BEND COUNTY,County,TX,2012-05-31,199276.0,134961.0,352129.0,231104.0,137398.0,116395.0,107720.0,2012
HARRIS COUNTY,County,TX,2012-06-30,130621.0,85579.0,274177.0,167763.0,111377.0,80202.0,67196.0,2012
FORT BEND COUNTY,County,TX,2012-06-30,199355.0,134846.0,352413.0,231209.0,137238.0,116495.0,107917.0,2012
MONTGOMERY COUNTY,County,TX,2012-06-30,192303.0,124014.0,411697.0,242042.0,154566.0,112719.0,76761.0,2012
GALVESTON COUNTY,County,TX,2012-06-30,155237.0,114571.0,309609.0,204803.0,140791.0,110800.0,74607.0,2012
TRINITY COUNTY,County,TX,2012-06-30,77969.0,47329.0,174203.0,124053.0,86178.0,55198.0,42547.0,2012
GALVESTON COUNTY,County,TX,2012-07-31,155726.0,115115.0,311304.0,205767.0,141125.0,111261.0,74596.0,2012
MONTGOMERY COUNTY,County,TX,2012-07-31,192672.0,124355.0,412846.0,242541.0,154870.0,113043.0,77141.0,2012
TRINITY COUNTY,County,TX,2012-07-31,78051.0,47282.0,172810.0,123610.0,86219.0,55154.0,42566.0,2012
HARRIS COUNTY,County,TX,2012-07-31,131152.0,85849.0,275497.0,168491.0,111781.0,80526.0,67351.0,2012
FORT BEND COUNTY,County,TX,2012-07-31,199407.0,134780.0,352666.0,231324.0,137129.0,116531.0,108198.0,2012
TRINITY COUNTY,County,TX,2012-08-31,78208.0,47225.0,172390.0,123480.0,86209.0,55219.0,42724.0,2012
GALVESTON COUNTY,County,TX,2012-08-31,156407.0,115620.0,313388.0,206841.0,141639.0,112446.0,75299.0,2012
HARRIS COUNTY,County,TX,2012-08-31,131619.0,86164.0,276381.0,169092.0,112164.0,80735.0,67522.0,2012
FORT BEND COUNTY,County,TX,2012-08-31,199506.0,134703.0,352959.0,231411.0,137155.0,116765.0,108239.0,2012
MONTGOMERY COUNTY,County,TX,2012-08-31,193144.0,124851.0,414203.0,243445.0,155269.0,113524.0,77624.0,2012
HARRIS COUNTY,County,TX,2012-09-30,132001.0,86378.0,277187.0,169586.0,112455.0,80987.0,67735.0,2012
FORT BEND COUNTY,County,TX,2012-09-30,199797.0,135505.0,353055.0,231637.0,137470.0,117091.0,108905.0,2012
MONTGOMERY COUNTY,County,TX,2012-09-30,193606.0,124961.0,415282.0,244113.0,155745.0,113722.0,77755.0,2012
GALVESTON COUNTY,County,TX,2012-09-30,157003.0,116040.0,315091.0,207798.0,142127.0,113527.0,75886.0,2012
TRINITY COUNTY,County,TX,2012-09-30,78230.0,47191.0,172417.0,123022.0,86045.0,55139.0,42756.0,2012
TRINITY COUNTY,County,TX,2012-10-31,78857.0,48280.0,172000.0,123710.0,86878.0,55911.0,43153.0,2012
GALVESTON COUNTY,County,TX,2012-10-31,157118.0,116102.0,316039.0,208293.0,142243.0,114022.0,76087.0,2012
FORT BEND COUNTY,County,TX,2012-10-31,199887.0,136046.0,352850.0,231721.0,137609.0,117191.0,109300.0,2012
HARRIS COUNTY,County,TX,2012-10-31,132155.0,86616.0,277699.0,169859.0,112521.0,81115.0,68046.0,2012
MONTGOMERY COUNTY,County,TX,2012-10-31,193961.0,124953.0,416105.0,244896.0,156083.0,113581.0,77298.0,2012
TRINITY COUNTY,County,TX,2012-11-30,79385.0,49402.0,171247.0,124373.0,87731.0,56560.0,43099.0,2012
HARRIS COUNTY,County,TX,2012-11-30,132780.0,87074.0,279303.0,170756.0,113009.0,81457.0,68346.0,2012
FORT BEND COUNTY,County,TX,2012-11-30,200141.0,136860.0,352696.0,232033.0,137882.0,117239.0,110303.0,2012
MONTGOMERY COUNTY,County,TX,2012-11-30,194844.0,125194.0,418068.0,246019.0,156829.0,113615.0,77021.0,2012
GALVESTON COUNTY,County,TX,2012-11-30,157451.0,116645.0,316832.0,208950.0,142585.0,114240.0,76114.0,2012
GALVESTON COUNTY,County,TX,2012-12-31,157620.0,117131.0,317856.0,209439.0,142666.0,114407.0,76280.0,2012
TRINITY COUNTY,County,TX,2012-12-31,79919.0,50520.0,170170.0,124987.0,88683.0,57239.0,43207.0,2012
MONTGOMERY COUNTY,County,TX,2012-12-31,195532.0,125545.0,419801.0,246986.0,157344.0,113869.0,77068.0,2012
HARRIS COUNTY,County,TX,2012-12-31,133446.0,87548.0,280827.0,171713.0,113525.0,81798.0,68564.0,2012
FORT BEND COUNTY,County,TX,2012-12-31,200705.0,137414.0,353985.0,232879.0,138338.0,117530.0,111088.0,2012
HARRIS COUNTY,County,TX,2013-01-31,134368.0,88170.0,282966.0,172966.0,114271.0,82142.0,68910.0,2013
FORT BEND COUNTY,County,TX,2013-01-31,200853.0,138053.0,354121.0,232948.0,138358.0,117663.0,112932.0,2013
MONTGOMERY COUNTY,County,TX,2013-01-31,196476.0,126081.0,422098.0,248367.0,158159.0,114296.0,77311.0,2013
GALVESTON COUNTY,County,TX,2013-01-31,158774.0,118010.0,320603.0,211113.0,143682.0,115232.0,76974.0,2013
TRINITY COUNTY,County,TX,2013-01-31,79836.0,50614.0,171814.0,125024.0,88718.0,57207.0,43512.0,2013
GALVESTON COUNTY,County,TX,2013-02-28,159624.0,118670.0,323027.0,212641.0,144382.0,115914.0,77529.0,2013
MONTGOMERY COUNTY,County,TX,2013-02-28,197137.0,126405.0,423588.0,249417.0,158784.0,114472.0,77460.0,2013
TRINITY COUNTY,County,TX,2013-02-28,79792.0,50924.0,173403.0,124955.0,88728.0,57280.0,44077.0,2013
HARRIS COUNTY,County,TX,2013-02-28,135286.0,88770.0,285140.0,174192.0,115007.0,82520.0,69351.0,2013
FORT BEND COUNTY,County,TX,2013-02-28,201494.0,138769.0,355095.0,233670.0,138746.0,118201.0,114384.0,2013
HARRIS COUNTY,County,TX,2013-03-31,136831.0,89701.0,288745.0,176227.0,116273.0,83360.0,70141.0,2013
FORT BEND COUNTY,County,TX,2013-03-31,202503.0,139832.0,356640.0,234773.0,139371.0,119023.0,116391.0,2013
MONTGOMERY COUNTY,County,TX,2013-03-31,198241.0,126952.0,426339.0,251182.0,159726.0,114731.0,77282.0,2013
GALVESTON COUNTY,County,TX,2013-03-31,160313.0,119079.0,324593.0,213892.0,144946.0,116430.0,78114.0,2013
TRINITY COUNTY,County,TX,2013-03-31,79974.0,51158.0,175779.0,125647.0,88985.0,57347.0,44614.0,2013
HARRIS COUNTY,County,TX,2013-04-30,138639.0,90714.0,292708.0,178498.0,117809.0,84423.0,71156.0,2013
FORT BEND COUNTY,County,TX,2013-04-30,204718.0,141368.0,360908.0,237468.0,140977.0,120464.0,117669.0,2013
MONTGOMERY COUNTY,County,TX,2013-04-30,199097.0,127332.0,428619.0,252606.0,160359.0,114739.0,77164.0,2013
GALVESTON COUNTY,County,TX,2013-04-30,160275.0,119125.0,324458.0,214033.0,144870.0,116416.0,78439.0,2013
TRINITY COUNTY,County,TX,2013-04-30,80395.0,51399.0,176242.0,125941.0,89228.0,57393.0,44779.0,2013
TRINITY COUNTY,County,TX,2013-05-31,80839.0,51473.0,177422.0,126846.0,89577.0,57362.0,44799.0,2013
GALVESTON COUNTY,County,TX,2013-05-31,160398.0,119106.0,324456.0,214208.0,145033.0,116568.0,78970.0,2013
MONTGOMERY COUNTY,County,TX,2013-05-31,199977.0,127950.0,431512.0,254067.0,161051.0,114925.0,77397.0,2013
HARRIS COUNTY,County,TX,2013-05-31,140307.0,91834.0,296080.0,180554.0,119252.0,85462.0,72264.0,2013
FORT BEND COUNTY,County,TX,2013-05-31,206994.0,143019.0,365170.0,240153.0,142611.0,121889.0,119282.0,2013
HARRIS COUNTY,County,TX,2013-06-30,141509.0,92756.0,298416.0,181989.0,120329.0,86161.0,73084.0,2013
FORT BEND COUNTY,County,TX,2013-06-30,209329.0,144449.0,369691.0,243046.0,144347.0,123256.0,120194.0,2013
MONTGOMERY COUNTY,County,TX,2013-06-30,201130.0,128664.0,434587.0,255767.0,161902.0,115354.0,78116.0,2013
GALVESTON COUNTY,County,TX,2013-06-30,161153.0,119496.0,326315.0,215181.0,145742.0,117004.0,79677.0,2013
TRINITY COUNTY,County,TX,2013-06-30,81133.0,51604.0,177434.0,126732.0,89846.0,57331.0,44775.0,2013
TRINITY COUNTY,County,TX,2013-07-31,81528.0,51697.0,179694.0,128113.0,90226.0,57552.0,45430.0,2013
GALVESTON COUNTY,County,TX,2013-07-31,162316.0,120087.0,328539.0,216827.0,146886.0,117573.0,80407.0,2013
MONTGOMERY COUNTY,County,TX,2013-07-31,202749.0,129643.0,437895.0,258049.0,163196.0,115939.0,78493.0,2013
FORT BEND COUNTY,County,TX,2013-07-31,211160.0,145486.0,373203.0,245399.0,145747.0,124258.0,121149.0,2013
HARRIS COUNTY,County,TX,2013-07-31,142667.0,93540.0,300380.0,183332.0,121375.0,86731.0,73877.0,2013
HARRIS COUNTY,County,TX,2013-08-31,143894.0,94280.0,302701.0,184737.0,122461.0,87346.0,74724.0,2013
FORT BEND COUNTY,County,TX,2013-08-31,213295.0,146842.0,377650.0,248184.0,147199.0,125229.0,121973.0,2013
MONTGOMERY COUNTY,County,TX,2013-08-31,204134.0,130599.0,440258.0,259856.0,164317.0,116616.0,78535.0,2013
GALVESTON COUNTY,County,TX,2013-08-31,163314.0,120792.0,330129.0,218193.0,147933.0,117646.0,80634.0,2013
TRINITY COUNTY,County,TX,2013-08-31,81958.0,51768.0,180874.0,129049.0,90671.0,57576.0,45653.0,2013
GALVESTON COUNTY,County,TX,2013-09-30,164002.0,121593.0,330983.0,219021.0,148746.0,117698.0,80566.0,2013
MONTGOMERY COUNTY,County,TX,2013-09-30,205416.0,131599.0,442393.0,261590.0,165399.0,117295.0,78372.0,2013
TRINITY COUNTY,County,TX,2013-09-30,82497.0,52030.0,182709.0,130316.0,91377.0,57698.0,45919.0,2013
HARRIS COUNTY,County,TX,2013-09-30,145305.0,95118.0,305253.0,186365.0,123692.0,88047.0,75691.0,2013
FORT BEND COUNTY,County,TX,2013-09-30,215268.0,148046.0,381708.0,250759.0,148413.0,126127.0,123176.0,2013
HARRIS COUNTY,County,TX,2013-10-31,146858.0,96028.0,308125.0,188213.0,125041.0,88950.0,76426.0,2013
FORT BEND COUNTY,County,TX,2013-10-31,217394.0,149572.0,386077.0,253461.0,149685.0,127187.0,124427.0,2013
MONTGOMERY COUNTY,County,TX,2013-10-31,207065.0,132766.0,446277.0,263645.0,166773.0,118131.0,78661.0,2013
GALVESTON COUNTY,County,TX,2013-10-31,164857.0,122076.0,332517.0,220160.0,149658.0,117988.0,80463.0,2013
TRINITY COUNTY,County,TX,2013-10-31,82781.0,52444.0,184577.0,131915.0,91843.0,57254.0,45626.0,2013
GALVESTON COUNTY,County,TX,2013-11-30,165623.0,122296.0,334408.0,221295.0,150402.0,118573.0,80473.0,2013
MONTGOMERY COUNTY,County,TX,2013-11-30,208687.0,133979.0,450103.0,265788.0,168103.0,119021.0,79349.0,2013
TRINITY COUNTY,County,TX,2013-11-30,83299.0,52910.0,187900.0,133677.0,92476.0,57192.0,46123.0,2013
HARRIS COUNTY,County,TX,2013-11-30,148412.0,96981.0,310915.0,190048.0,126398.0,89927.0,77222.0,2013
FORT BEND COUNTY,County,TX,2013-11-30,219290.0,150551.0,389187.0,255838.0,150904.0,128304.0,125191.0,2013
HARRIS COUNTY,County,TX,2013-12-31,149790.0,97836.0,313349.0,191664.0,127639.0,90807.0,77847.0,2013
FORT BEND COUNTY,County,TX,2013-12-31,220572.0,151404.0,390960.0,257444.0,151762.0,128931.0,125465.0,2013
MONTGOMERY COUNTY,County,TX,2013-12-31,210853.0,135460.0,454903.0,268521.0,169940.0,120077.0,80037.0,2013
GALVESTON COUNTY,County,TX,2013-12-31,167024.0,122827.0,336826.0,223199.0,151697.0,119566.0,80889.0,2013
TRINITY COUNTY,County,TX,2013-12-31,83749.0,53359.0,190945.0,135626.0,92904.0,57150.0,46598.0,2013
HARRIS COUNTY,County,TX,2014-01-31,150996.0,98596.0,315384.0,193048.0,128731.0,91677.0,78636.0,2014
FORT BEND COUNTY,County,TX,2014-01-31,222838.0,152912.0,394612.0,260373.0,153427.0,130395.0,127466.0,2014
MONTGOMERY COUNTY,County,TX,2014-01-31,212731.0,136694.0,458591.0,270649.0,171471.0,121035.0,80503.0,2014
GALVESTON COUNTY,County,TX,2014-01-31,168014.0,123745.0,338667.0,224550.0,152616.0,120530.0,81598.0,2014
TRINITY COUNTY,County,TX,2014-01-31,84065.0,53733.0,190754.0,135186.0,93157.0,57264.0,46519.0,2014
GALVESTON COUNTY,County,TX,2014-02-28,169139.0,124736.0,340353.0,226072.0,153669.0,121615.0,82608.0,2014
MONTGOMERY COUNTY,County,TX,2014-02-28,214713.0,137995.0,462345.0,272980.0,173050.0,121896.0,80694.0,2014
TRINITY COUNTY,County,TX,2014-02-28,84219.0,54037.0,190751.0,134965.0,93271.0,57284.0,46127.0,2014
HARRIS COUNTY,County,TX,2014-02-28,152185.0,99440.0,317209.0,194433.0,129834.0,92519.0,79410.0,2014
FORT BEND COUNTY,County,TX,2014-02-28,225010.0,154631.0,398891.0,263223.0,154936.0,131710.0,130231.0,2014
HARRIS COUNTY,County,TX,2014-03-31,152895.0,99997.0,317920.0,195170.0,130509.0,93033.0,79856.0,2014
FORT BEND COUNTY,County,TX,2014-03-31,227563.0,156453.0,403735.0,266440.0,156687.0,133009.0,132401.0,2014
MONTGOMERY COUNTY,County,TX,2014-03-31,216117.0,138978.0,465091.0,274393.0,174095.0,122594.0,81083.0,2014
GALVESTON COUNTY,County,TX,2014-03-31,169910.0,125652.0,342129.0,227160.0,154454.0,122604.0,83201.0,2014
TRINITY COUNTY,County,TX,2014-03-31,84283.0,54366.0,190407.0,134429.0,93305.0,57205.0,45730.0,2014
GALVESTON COUNTY,County,TX,2014-04-30,170898.0,126410.0,344249.0,228648.0,155442.0,123562.0,83595.0,2014
MONTGOMERY COUNTY,County,TX,2014-04-30,217356.0,140167.0,467908.0,275698.0,175111.0,123535.0,81719.0,2014
TRINITY COUNTY,County,TX,2014-04-30,84589.0,54624.0,190042.0,134339.0,93656.0,57294.0,45853.0,2014
HARRIS COUNTY,County,TX,2014-04-30,153705.0,100688.0,318944.0,196044.0,131245.0,93604.0,80359.0,2014
FORT BEND COUNTY,County,TX,2014-04-30,228351.0,157085.0,404648.0,267444.0,157156.0,132922.0,131732.0,2014
FORT BEND COUNTY,County,TX,2014-05-31,228950.0,157358.0,405132.0,268165.0,157557.0,132827.0,130735.0,2014
MONTGOMERY COUNTY,County,TX,2014-05-31,218788.0,141362.0,470339.0,277176.0,176294.0,124687.0,82257.0,2014
GALVESTON COUNTY,County,TX,2014-05-31,171845.0,127234.0,346664.0,229949.0,156368.0,124582.0,83893.0,2014
TRINITY COUNTY,County,TX,2014-05-31,84792.0,54994.0,188768.0,134090.0,94004.0,57463.0,46117.0,2014
HARRIS COUNTY,County,TX,2014-05-31,154509.0,101306.0,320093.0,196899.0,131966.0,94093.0,80773.0,2014
HARRIS COUNTY,County,TX,2014-06-30,155975.0,102279.0,322614.0,198624.0,133256.0,94982.0,81630.0,2014
FORT BEND COUNTY,County,TX,2014-06-30,230129.0,158064.0,406504.0,269534.0,158355.0,133325.0,131313.0,2014
MONTGOMERY COUNTY,County,TX,2014-06-30,220089.0,142389.0,471534.0,278567.0,177384.0,125660.0,82626.0,2014
GALVESTON COUNTY,County,TX,2014-06-30,172576.0,128005.0,347701.0,231074.0,157082.0,125498.0,84408.0,2014
TRINITY COUNTY,County,TX,2014-06-30,84981.0,55173.0,188589.0,134210.0,94358.0,57535.0,45898.0,2014
GALVESTON COUNTY,County,TX,2014-07-31,173263.0,128738.0,349142.0,232288.0,157723.0,126236.0,84873.0,2014
TRINITY COUNTY,County,TX,2014-07-31,85053.0,55306.0,189064.0,134577.0,94708.0,57353.0,45200.0,2014
MONTGOMERY COUNTY,County,TX,2014-07-31,221588.0,143172.0,473843.0,280485.0,178538.0,126429.0,82875.0,2014
HARRIS COUNTY,County,TX,2014-07-31,157429.0,103341.0,325397.0,200448.0,134545.0,95873.0,82438.0,2014
FORT BEND COUNTY,County,TX,2014-07-31,232406.0,159436.0,410148.0,272132.0,159828.0,134472.0,132194.0,2014
HARRIS COUNTY,County,TX,2014-08-31,159162.0,104700.0,328821.0,202679.0,136095.0,96992.0,83429.0,2014
FORT BEND COUNTY,County,TX,2014-08-31,234729.0,160787.0,413193.0,274670.0,161434.0,135759.0,133268.0,2014
MONTGOMERY COUNTY,County,TX,2014-08-31,223757.0,144003.0,477917.0,283150.0,180162.0,127496.0,83662.0,2014
GALVESTON COUNTY,County,TX,2014-08-31,174100.0,129258.0,350855.0,233651.0,158383.0,127098.0,85469.0,2014
TRINITY COUNTY,County,TX,2014-08-31,85200.0,55431.0,189536.0,134672.0,95013.0,57316.0,44683.0,2014
GALVESTON COUNTY,County,TX,2014-09-30,175409.0,129994.0,353468.0,235668.0,159401.0,128120.0,86377.0,2014
MONTGOMERY COUNTY,County,TX,2014-09-30,226168.0,144985.0,483077.0,286071.0,181947.0,128780.0,84499.0,2014
TRINITY COUNTY,County,TX,2014-09-30,85582.0,55897.0,188673.0,134371.0,95159.0,57390.0,44910.0,2014
HARRIS COUNTY,County,TX,2014-09-30,160785.0,106055.0,332167.0,204772.0,137552.0,98138.0,84312.0,2014
FORT BEND COUNTY,County,TX,2014-09-30,237055.0,161947.0,416436.0,277192.0,163087.0,137045.0,133374.0,2014
HARRIS COUNTY,County,TX,2014-10-31,162202.0,107201.0,334889.0,206525.0,138840.0,99093.0,85108.0,2014
FORT BEND COUNTY,County,TX,2014-10-31,239100.0,163011.0,419287.0,279336.0,164623.0,138126.0,133270.0,2014
MONTGOMERY COUNTY,County,TX,2014-10-31,228424.0,145845.0,486529.0,288663.0,183654.0,130217.0,85331.0,2014
GALVESTON COUNTY,County,TX,2014-10-31,176681.0,131038.0,355190.0,237358.0,160347.0,129417.0,87634.0,2014
TRINITY COUNTY,County,TX,2014-10-31,86191.0,56414.0,188433.0,134353.0,95503.0,57787.0,45552.0,2014
HARRIS COUNTY,County,TX,2014-11-30,163443.0,108278.0,337247.0,208045.0,139932.0,100031.0,85983.0,2014
FORT BEND COUNTY,County,TX,2014-11-30,241244.0,164601.0,422895.0,281697.0,166178.0,139229.0,133634.0,2014
MONTGOMERY COUNTY,County,TX,2014-11-30,230153.0,146631.0,489344.0,290666.0,185080.0,131137.0,85593.0,2014
GALVESTON COUNTY,County,TX,2014-11-30,177570.0,131717.0,356045.0,238742.0,161090.0,130185.0,88550.0,2014
TRINITY COUNTY,County,TX,2014-11-30,86719.0,56904.0,187926.0,134835.0,95979.0,57912.0,45817.0,2014
TRINITY COUNTY,County,TX,2014-12-31,87088.0,57209.0,187793.0,135632.0,96565.0,58024.0,45862.0,2014
MONTGOMERY COUNTY,County,TX,2014-12-31,231404.0,147057.0,491359.0,292126.0,186100.0,131745.0,85716.0,2014
GALVESTON COUNTY,County,TX,2014-12-31,178181.0,132032.0,357039.0,239662.0,161682.0,130710.0,89185.0,2014
HARRIS COUNTY,County,TX,2014-12-31,164764.0,109391.0,339727.0,209683.0,141076.0,100953.0,87103.0,2014
FORT BEND COUNTY,County,TX,2014-12-31,243550.0,166436.0,426568.0,284165.0,167852.0,140651.0,134666.0,2014
HARRIS COUNTY,County,TX,2015-01-31,165999.0,110577.0,341823.0,211201.0,142163.0,101787.0,88152.0,2015
FORT BEND COUNTY,County,TX,2015-01-31,245616.0,167888.0,429748.0,286353.0,169382.0,141710.0,134108.0,2015
MONTGOMERY COUNTY,County,TX,2015-01-31,232680.0,147765.0,493895.0,293652.0,187183.0,132621.0,86826.0,2015
GALVESTON COUNTY,County,TX,2015-01-31,178590.0,132119.0,358022.0,240463.0,162098.0,130912.0,89352.0,2015
TRINITY COUNTY,County,TX,2015-01-31,87363.0,57399.0,188220.0,136568.0,96995.0,57893.0,45822.0,2015
HARRIS COUNTY,County,TX,2015-02-28,167072.0,111434.0,343511.0,212457.0,143132.0,102482.0,88860.0,2015
FORT BEND COUNTY,County,TX,2015-02-28,247543.0,169275.0,432430.0,288275.0,170840.0,142659.0,133060.0,2015
MONTGOMERY COUNTY,County,TX,2015-02-28,234088.0,148552.0,496651.0,295388.0,188378.0,133871.0,88264.0,2015
GALVESTON COUNTY,County,TX,2015-02-28,179289.0,132834.0,359409.0,241476.0,162815.0,131388.0,89479.0,2015
TRINITY COUNTY,County,TX,2015-02-28,87745.0,57570.0,190016.0,137311.0,97379.0,57896.0,45858.0,2015
TRINITY COUNTY,County,TX,2015-03-31,88160.0,57797.0,191197.0,137904.0,97770.0,57982.0,46024.0,2015
GALVESTON COUNTY,County,TX,2015-03-31,180517.0,133913.0,361580.0,243298.0,163974.0,132287.0,89952.0,2015
HARRIS COUNTY,County,TX,2015-03-31,168444.0,112541.0,345739.0,214123.0,144385.0,103356.0,89756.0,2015
FORT BEND COUNTY,County,TX,2015-03-31,248554.0,170210.0,433529.0,289215.0,171662.0,143043.0,131748.0,2015
MONTGOMERY COUNTY,County,TX,2015-03-31,235925.0,149910.0,499764.0,297710.0,190067.0,135534.0,89791.0,2015
HARRIS COUNTY,County,TX,2015-04-30,169792.0,113476.0,347919.0,215794.0,145594.0,104170.0,90459.0,2015
FORT BEND COUNTY,County,TX,2015-04-30,249925.0,171644.0,435341.0,290626.0,172656.0,143957.0,133451.0,2015
MONTGOMERY COUNTY,County,TX,2015-04-30,237880.0,150910.0,501791.0,299979.0,191816.0,136849.0,90557.0,2015
GALVESTON COUNTY,County,TX,2015-04-30,181978.0,134910.0,363914.0,245172.0,165349.0,133318.0,90617.0,2015
TRINITY COUNTY,County,TX,2015-04-30,88541.0,58045.0,193543.0,139032.0,98249.0,58304.0,46347.0,2015
TRINITY COUNTY,County,TX,2015-05-31,88990.0,58427.0,195241.0,139986.0,98715.0,58572.0,46609.0,2015
GALVESTON COUNTY,County,TX,2015-05-31,183649.0,135920.0,366716.0,247428.0,166840.0,134336.0,91771.0,2015
HARRIS COUNTY,County,TX,2015-05-31,171036.0,114509.0,349941.0,217403.0,146724.0,104945.0,91319.0,2015
FORT BEND COUNTY,County,TX,2015-05-31,251393.0,173150.0,437301.0,292271.0,173759.0,144515.0,133714.0,2015
MONTGOMERY COUNTY,County,TX,2015-05-31,239250.0,151509.0,502945.0,301436.0,193100.0,137505.0,90909.0,2015
HARRIS COUNTY,County,TX,2015-06-30,171842.0,115227.0,351142.0,218443.0,147466.0,105407.0,91780.0,2015
FORT BEND COUNTY,County,TX,2015-06-30,252925.0,175044.0,439167.0,293922.0,174887.0,145137.0,133842.0,2015
MONTGOMERY COUNTY,County,TX,2015-06-30,240741.0,152113.0,505335.0,303049.0,194503.0,138309.0,91192.0,2015
GALVESTON COUNTY,County,TX,2015-06-30,185098.0,136772.0,369188.0,249087.0,168142.0,135072.0,92556.0,2015
TRINITY COUNTY,County,TX,2015-06-30,89611.0,58978.0,197093.0,141068.0,99246.0,59087.0,47384.0,2015
TRINITY COUNTY,County,TX,2015-07-31,90493.0,59449.0,196151.0,141390.0,99844.0,59677.0,48203.0,2015
GALVESTON COUNTY,County,TX,2015-07-31,186636.0,137804.0,371388.0,250694.0,169523.0,136129.0,93474.0,2015
MONTGOMERY COUNTY,County,TX,2015-07-31,241838.0,152786.0,507660.0,304116.0,195600.0,138957.0,91445.0,2015
HARRIS COUNTY,County,TX,2015-07-31,172327.0,115723.0,351728.0,219012.0,147945.0,105699.0,92113.0,2015
FORT BEND COUNTY,County,TX,2015-07-31,253927.0,176695.0,439936.0,294816.0,175787.0,145405.0,133063.0,2015
HARRIS COUNTY,County,TX,2015-08-31,172814.0,116222.0,351992.0,219452.0,148445.0,106168.0,92592.0,2015
FORT BEND COUNTY,County,TX,2015-08-31,254656.0,178129.0,440164.0,295295.0,176537.0,145968.0,134042.0,2015
MONTGOMERY COUNTY,County,TX,2015-08-31,242607.0,153654.0,510175.0,304988.0,196249.0,139128.0,91596.0,2015
GALVESTON COUNTY,County,TX,2015-08-31,187474.0,138603.0,372760.0,251672.0,170423.0,136578.0,93837.0,2015
TRINITY COUNTY,County,TX,2015-08-31,91317.0,59845.0,195726.0,142068.0,100513.0,60286.0,49176.0,2015
GALVESTON COUNTY,County,TX,2015-09-30,188367.0,139592.0,374412.0,252817.0,171349.0,137312.0,94510.0,2015
